ID,group,gender,age_years,handedness_LG,RT_II_hs_ts_mixed,RT_II_hs_td_mixed,RT_II_hd_ts_mixed,RT_II_hd_td_mixed,RT_EE_hs_ts_mixed,RT_EE_hs_td_mixed,RT_EE_hd_ts_mixed,RT_EE_hd_td_mixed,RT_IE_hs_ts_mixed,RT_IE_hs_td_mixed,RT_IE_hd_ts_mixed,RT_IE_hd_td_mixed,RT_EI_hs_ts_mixed,RT_EI_hs_td_mixed,RT_EI_hd_ts_mixed,RT_EI_hd_td_mixed,RT_II_hs_ts_pure,RT_II_hs_td_pure,RT_II_hd_ts_pure,RT_II_hd_td_pure,RT_EE_hs_ts_pure,RT_EE_hs_td_pure,RT_EE_hd_ts_pure,RT_EE_hd_td_pure,MT_II_hs_ts_mixed,MT_II_hs_td_mixed,MT_II_hd_ts_mixed,MT_II_hd_td_mixed,MT_EE_hs_ts_mixed,MT_EE_hs_td_mixed,MT_EE_hd_ts_mixed,MT_EE_hd_td_mixed,MT_IE_hs_ts_mixed,MT_IE_hs_td_mixed,MT_IE_hd_ts_mixed,MT_IE_hd_td_mixed,MT_EI_hs_ts_mixed,MT_EI_hs_td_mixed,MT_EI_hd_ts_mixed,MT_EI_hd_td_mixed,MT_II_hs_ts_pure,MT_II_hs_td_pure,MT_II_hd_ts_pure,MT_II_hd_td_pure,MT_EE_hs_ts_pure,MT_EE_hs_td_pure,MT_EE_hd_ts_pure,MT_EE_hd_td_pure
21,1,w,19,100,584.651111111111,647.728571428571,576.666666666667,611.648780487805,518.515217391304,578.123913043478,562.3,579.366666666667,634.964444444444,622.302173913043,591.941860465116,561.906666666667,642.095454545454,665.04255319149,633.267441860465,644.731818181818,498.62,576.0925,526.935897435898,482.533333333333,491.288372093023,522.213333333333,524.260869565217,525.571739130435,760.167391304348,771.295348837209,686.437777777778,762.309756097561,882.804347826087,877.051111111111,894.932608695652,897.166666666667,845.871111111111,835.082608695652,843.288372093023,857.926666666667,729.886956521739,753.764583333333,720.767441860465,695.535555555556,639.442222222222,610.4,593.779487179487,592.476595744681,999.537777777778,952.502173913043,967.368085106383,962.902127659574
22,1,m,24,100,544.35,563.795744680851,540.970212765957,536.171739130435,525.439583333333,567.778723404255,552.655319148936,574.427083333333,583.880434782609,570.26875,557,551.182978723404,576.153191489362,594.740425531915,526.023404255319,518.473913043478,499.44347826087,516.127272727273,484.297826086956,490.870212765958,459.521276595745,485.36,479.463043478261,465.408695652174,1402.78333333333,1404.84468085106,1350.54166666667,1369.45434782609,925.839583333333,898.65625,922.839583333333,923.28085106383,931.456521739131,911.820833333334,930.595744680851,905.036170212766,1437.16382978723,1408.3375,1386.69583333333,1428.84893617021,1219.3152173913,1291.50217391304,1185.04468085106,1221.27291666667,904.859574468085,891.973913043478,897.169565217392,906.565957446809
23,1,w,23,100,533.05,577.326086956522,550.43125,556.339130434783,442.4875,466.0125,474.134042553192,452.182978723404,496.710869565217,519.253191489362,486.714583333333,474.329787234043,532.155319148936,559.757777777778,538.906382978723,545.485106382979,545.754166666667,567.416666666667,504.377083333333,533.697916666667,406.634782608696,444.145652173913,420.265957446809,418.189361702128,1122.08723404255,1100.5152173913,1115.22291666667,1112.05333333333,893.635416666666,893.189583333333,902,868.16875,873.423913043478,877.26875,888.933333333333,882.451063829787,1050.26808510638,1068.83695652174,1061.43958333333,1053.68333333333,1097.15416666667,1097.8125,1068.09361702128,1075.01875,860.058695652174,857.00652173913,859.74347826087,838.097872340426
24,1,w,20,100,795.615555555555,904.78085106383,786.238095238095,905.793333333333,672.117391304348,754.784090909091,761.844186046512,746.877083333333,722.972093023256,781.608888888889,697.108888888889,668.855555555556,980.335555555556,974.984090909091,808.306666666667,1000.84782608696,732.130952380952,835.853488372093,679.557446808511,678.604444444445,608.465217391304,715.732608695652,692.795652173913,662.026086956521,823.022222222222,789.272916666667,821.580952380952,803.973913043478,711.542553191489,706.254545454545,728.797674418605,735.264583333333,726.802272727273,719.487234042553,718.034090909091,730.351063829787,882.284782608696,945.86,915.748888888889,858.869565217392,557.988095238095,560.939534883721,490.153191489362,536.569565217391,659.708695652174,663.027659574468,663.941304347826,657.795744680851
25,1,w,21,-80,542.306382978723,599.20625,598.454166666667,558.510638297872,547.25652173913,584.176595744681,647.352173913043,615.828260869565,621.717391304348,601.508510638298,640.257777777778,611.295652173913,558.255319148936,577.797826086956,565.153333333333,561.604347826087,487.045652173913,519.26170212766,534.680434782609,495.295833333333,501.329166666667,549.1,592.440425531915,557.2125,510.295744680851,534.96170212766,471.995652173913,490.447916666667,923.495652173913,926.834782608696,903.65,934.529787234043,911.455319148936,925.397826086956,925.875555555556,922.131914893617,501.310869565217,513.563829787234,497.44,531.017391304348,482.248936170213,479.460416666667,449.510869565217,459.104166666667,980.604166666667,967.791666666667,957.689583333334,939.508510638298
26,1,m,21,80,553.946666666667,565.265957446808,546.935416666667,554.476086956522,497.441666666667,547.375555555556,522.789130434783,567.604166666667,555.806666666667,551.059574468085,548.817021276596,560.322916666667,567.653191489362,581.627083333333,529.704545454546,577.753333333333,690.76875,710.771739130435,661.770833333333,681.686956521739,496.94375,557.308510638298,514.404347826087,525.495555555555,1079.05217391304,1058.94255319149,1048.55,1051.42978723404,462.725531914894,469.825531914893,478.745652173913,473.868085106383,471.971739130435,469.69375,469.165957446808,471.36875,983.941666666667,989.71875,981.064444444444,994.339130434782,1058.94255319149,1064.11086956522,1050.24166666667,1059.83043478261,475.995744680851,477.336170212766,480.440425531915,476.645652173913
27,1,w,19,45.4545454545455,770.451063829787,786.410638297872,714.252083333333,727.810869565217,584.397916666667,598.191111111111,632.191304347826,593.648936170213,638.2875,655.0625,609.848936170213,601.153191489362,790.446808510638,752.626086956522,690.530434782609,687.310638297872,776.263829787234,771.1125,610.834042553192,669.960416666667,627.440425531915,660.868085106383,626.982608695652,573.142553191489,1295.93958333333,1292.72127659574,1203.97083333333,1250.93043478261,1308.39787234043,1312.84565217391,1317.08260869565,1345.84166666667,1299.225,1303.44791666667,1299.47083333333,1329.70208333333,1203.47083333333,1146.38723404255,1208.06666666667,1246.84893617021,1284.41875,1224.5125,1261.67291666667,1160.44166666667,1369.87291666667,1345.775,1327.15652173913,1321.76595744681
28,2,w,20,100,1035.78444444444,1183.24791666667,1112.3652173913,1053.09574468085,610.673913043478,631.514893617021,653.180434782608,616.276744186047,900.878723404255,843.739130434782,748.08085106383,768.879166666666,1142.03913043478,1161.61777777778,1117.78666666667,1101.42340425532,1094.11363636364,1209,1107.43913043478,1103.72173913043,459.511627906977,526.006976744186,518.844444444445,484.857446808511,653.988888888889,676.179166666667,695.353191489362,655.234042553192,728.497872340426,686.997916666667,709.753191489362,696.813333333333,691.54347826087,693.554347826087,701.591666666667,700.402083333333,681.542553191489,669.537777777778,676.726666666667,655.297872340425,598.05,616.652173913044,630.571739130435,650.263043478261,567.554545454545,582.23488372093,571.59347826087,580.861702127659
29,2,w,23,100,801.697727272727,945.252083333334,888.344680851064,927.466666666666,601.097727272727,690.438636363636,717.255319148936,740.670454545455,779.547826086956,752.338095238095,748.797777777778,759.862222222222,742.782926829268,808,808.986956521739,815.304651162791,768.527659574468,868.935416666666,828.612765957447,898.567391304348,610.44375,711,694.482978723404,734.173333333333,821.693181818182,808.872916666667,707.776595744681,727.797826086957,693.182222222222,686.76,677.05,673.454545454545,691.086956521739,676.741860465116,660.891111111111,646.543181818182,731.297674418605,716.631111111111,684.35652173913,660.231818181818,719.602127659575,739.747916666666,682.508333333333,663.29347826087,696.95625,665.340425531915,673.6875,661.151063829787
30,2,w,20,100,858.013043478261,858.115555555556,907.286956521739,903.581818181818,583.311111111111,623.12,682.515909090909,671.736956521739,636.562222222222,627.813953488372,630.502272727273,664.434782608696,769.902173913044,795.021951219512,766.790697674419,801.297674418605,889.629787234043,926.793617021277,909.155319148936,948.448936170213,577.934782608696,631.044444444444,648.1975,683.636170212766,1184.59565217391,1256.92608695652,1121.68510638298,1135.44651162791,1016.82954545455,1011.08666666667,961.237209302325,964.463829787234,918.870454545455,951.356818181818,922.445454545455,921.06170212766,1143.375,1139.8,1192.92954545455,1177.43255813953,1066.3625,1149.0125,1026.1829787234,1026.16170212766,1069.41956521739,1086.16086956522,1020.68780487805,1029.6085106383
31,2,m,23,100,825.065957446809,848.777272727273,806.602083333333,835.459574468085,745.134042553192,728.973913043478,706.028260869565,713.093617021277,728.764583333333,732.208510638298,727.31914893617,701.213043478261,838.104255319149,846.004347826087,793.097872340426,873.504255319149,892.597872340426,911.391304347827,787.163043478261,785.320833333334,626.377272727273,662.79347826087,661.725581395349,629.344186046512,1888.31458333333,1920.05681818182,1899.11041666667,1905.66170212766,1420.24255319149,1355.93404255319,1346.90652173913,1352.2914893617,1370.54375,1367.15,1339.02291666667,1294.55744680851,1768.09583333333,1816.35869565217,1782.6914893617,1838.16041666667,1961.55869565217,1954.98260869565,1889.94893617021,1866.96458333333,1263.35909090909,1258.69361702128,1259.23953488372,1248.26511627907
32,2,m,31,-80,748.63488372093,733.742553191489,676.49512195122,716.405,553.88085106383,637.720454545454,597.914285714286,573.129545454545,650.392857142857,656.502173913043,615.619565217391,611.114285714286,680.440909090909,660.248780487805,687.559523809524,649.234146341463,841.40652173913,910.448888888889,742.629545454545,776.102222222222,459.737209302326,549.088095238095,507.010526315789,495.097727272727,1237.07727272727,1234.81458333333,1234.41904761905,1216.845,1021.99361702128,1012.60930232558,1038.33902439024,1036.16,1000.12926829268,1024.23695652174,1019.78666666667,1008.08837209302,1262.04772727273,1253.81666666667,1211.0023255814,1252.27142857143,1309.47173913043,1318.42826086957,1180.90222222222,1187.23260869565,923.425,919.009302325582,914.160526315789,894.073333333333
